gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1828768463,5a455e8a-51b2-4ecd-9247-cfd89f9cb768,63cff558-f8c0-11e6-9eb5-70e2840fc270,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,,Okinawa,,,4fd82480-ea1c-11da-8db4-b8a03c50a862,,,,,,,,,1982-05-31T00:00:00Z,31,5,1982,4995642,4995642,PRESERVED_SPECIMEN,OPM,Is,1105781,,,,CC_BY_4_0,,,,,2019-11-13T16:43:47.438Z,,
1828768453,5a455e8a-51b2-4ecd-9247-cfd89f9cb768,63d01fa6-f8c0-11e6-bb73-70e2840fc270,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,,Okinawa,,,4fd82480-ea1c-11da-8db4-b8a03c50a862,,,,,,,,,1983-05-23T00:00:00Z,23,5,1983,4995642,4995642,PRESERVED_SPECIMEN,OPM,Is,1105782,,,,CC_BY_4_0,,,,,2019-11-13T16:43:47.431Z,,
1828768445,5a455e8a-51b2-4ecd-9247-cfd89f9cb768,63cf1f34-f8c0-11e6-b7cf-70e2840fc270,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,,Okinawa,,,4fd82480-ea1c-11da-8db4-b8a03c50a862,,,,,,,,,2004-09-12T00:00:00Z,12,9,2004,4995642,4995642,PRESERVED_SPECIMEN,OPM,Is,1105776,,,,CC_BY_4_0,,,,,2019-11-13T16:43:47.438Z,,
1828766177,5a455e8a-51b2-4ecd-9247-cfd89f9cb768,6244c858-f8c0-11e6-bec0-70e2840fc270,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,,Okinawa,,,4fd82480-ea1c-11da-8db4-b8a03c50a862,,,,,,,,,1979-08-04T00:00:00Z,4,8,1979,4995642,4995642,PRESERVED_SPECIMEN,OPM,Is,1102606,,,,CC_BY_4_0,,,,,2019-11-13T16:43:47.309Z,,
767693756,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B2116264,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,"Motobu T. Kunigami co. Is. Okinawa, Okinawa Pref.",Okinawa,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,1989-06-25T00:00:00Z,25,6,1989,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B2116264,,,,CC_BY_4_0,,,,,2019-11-13T20:14:15.040Z,,
767693752,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B2116263,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,"Is. Ishigaki, Okinawa Pref.",Okinawa,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,1979-04-03T00:00:00Z,3,4,1979,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B2116263,,,,CC_BY_4_0,,,,,2019-11-13T20:14:17.295Z,,
767693744,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B2116262,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,Okinawa Pref.,Okinawa,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,,,,,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B2116262,,,,CC_BY_4_0,,,,,2019-11-13T20:14:17.374Z,,
767693742,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B2116261,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,Okinawa Pref.,Okinawa,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,,,,,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B2116261,,,,CC_BY_4_0,,,,,2019-11-13T20:14:17.365Z,,
767693738,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B2116260,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,"Motobu T. Kunigami co. Is. Okinawa, Okinawa Pref.",Okinawa,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,1989-06-25T00:00:00Z,25,6,1989,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B2116260,,,,CC_BY_4_0,,,,,2019-11-13T20:14:15.040Z,,
767693735,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B2116259,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,"Yoshihara, Is. Ishigaki, Okinawa Pref.",Okinawa,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,1989-06-06T00:00:00Z,6,6,1989,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B2116259,,,,CC_BY_4_0,,,,,2019-11-13T20:14:17.374Z,,
767693731,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B2116258,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,"Motobu T. Kunigami co. Is. Okinawa, Okinawa Pref.",Okinawa,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,1989-06-25T00:00:00Z,25,6,1989,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B2116258,,,,CC_BY_4_0,,,,,2019-11-13T20:14:15.180Z,,
767415733,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B1152767,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,"OKINAWA, MOTOBU",Okinawa,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,1979-07-03T00:00:00Z,3,7,1979,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B1152767,,"TAKAHASHI,T.",,CC_BY_4_0,,,,,2019-11-13T20:14:17.042Z,,
767312757,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B1095824,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,,,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,,,,,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B1095824,,,,CC_BY_4_0,,,,,2019-11-13T20:14:16.992Z,,
767312751,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B1095823,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,,,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,,,,,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B1095823,,,,CC_BY_4_0,,,,,2019-11-13T20:14:14.104Z,,
767312747,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B1095822,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,,,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,,,,,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B1095822,,,,CC_BY_4_0,,,,,2019-11-13T20:14:16.965Z,,
767312736,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B1095821,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,,,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,,,,,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B1095821,,,,CC_BY_4_0,,,,,2019-11-13T20:14:16.868Z,,
767312732,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B1095820,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,,,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,,,,,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B1095820,,,,CC_BY_4_0,,,,,2019-11-13T20:14:13.957Z,,
767312729,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B1095819,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Oryctes,Oryctes rhinoceros,,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,,JP,,,,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,,,,,4995642,4995642,PRESERVED_SPECIMEN,HYO,ENT,B1095819,,,,CC_BY_4_0,,,,,2019-11-13T20:14:16.965Z,,
